date,taux_chomage_total_insee,taux_chomage_homme_insee,taux_chomage_femme_insee,taux_chomage_15_24_insee,taux_chomage_25_49_insee,taux_chomage_50_plus_insee,demandeur_total_abcd_total,demandeur_homme_abcd_total,demandeur_femme_abcd_total,demandeur_total_abcd_moins25,demandeur_total_abcd_2549,demandeur_total_abcd_plus50,demandeur_homme_abcd_moins25,demandeur_homme_abcd_2549,demandeur_homme_abcd_plus50,demandeur_femme_abcd_moins25,demandeur_femme_abcd_2549,demandeur_femme_abcd_plus50,population_active,pib,ict,nb_interimaires,taux_euribor_3m,mro,taux_change_eur_dollar,ipc,isj,ipc_energie_only,taux_chomage_ocde,nb_defaillances_entreprise,nb_offres_france_travail,indicateur_confiance_menage,indicateur_climat_affaires,indicateur_climat_emploi,indicateur_retournement_conjoncturel,population_active_var,nb_offres_france_travail_var,nb_defaillances_entreprise_var,nb_interimaires_var,pib_logdiff,pib_logdiff_lag,ipc_yoy,ipc_energie_only_yoy,ict_var,isj_diff,taux_chomage_total_insee_diff,taux_chomage_ocde_diff,indicateur_confiance_menage_zscore,indicateur_climat_affaires_zscore,indicateur_climat_emploi_zscore,indicateur_confiance_menage_diff,indicateur_climat_emploi_diff,indicateur_climat_affaires_diff,indicateur_climat_affaires_diff_lag,taux_euribor_3m_diff,mro_diff,taux_change_eur_dollar_var,is_covid
2005-04-01,8.8,8.2,9.5,21.5,8.1,4.8,4097400.0,1917300.0,2180100.0,716600.0,2763500.0,617300.0,350300.0,1276600.0,290400.0,366300.0,1486900.0,326900.0,28873980.0,526974.0,75.4,625833.395255491,2.1246,4.25,1.2460000000000002,1.7333333333333334,1.0333333333333334,9.1,8.799999999999999,12955.0,919300.0,96.169159942374,102.0,103.0,1.0,0.001556551909726256,0.12164470473401656,-0.044546057968876784,0.01046407167663621,0.002068653805208598,0.0030948131867560846,-0.6666666666666665,3.833333333333333,0.003994673768308976,-0.09999999999999987,0.20000000000000107,0.16666666666666607,-0.2784899078908384,0.1814771728292077,0.3030830804662967,-2.821804653015903,-2.799999999999997,-2.5,-0.4000000000000057,-0.015733333333332933,0.0,-0.0477888730385162,0
2005-07-01,9.0,8.2,9.8,23.1,8.0,5.2,4052600.0,1890600.0,2162000.0,701500.0,2734000.0,617100.0,341400.0,1260400.0,288800.0,360100.0,1473600.0,328300.0,28918854.0,530976.0,76.2,638799.494785533,2.130333333333333,4.25,1.2111,1.8666666666666665,0.8333333333333334,13.1,8.966666666666667,9991.0,872500.0,94.4675027042088,100.8,104.1,1.0,0.001554132821315335,-0.05090829979332101,-0.22879197221150138,0.020718133018051477,0.0075656110194461945,0.002068653805208598,-0.4333333333333338,6.266666666666667,0.010610079575596787,-0.20000000000000007,0.1999999999999993,0.16666666666666785,-0.4472280394812736,0.055637463901088965,0.4189014288330693,-1.7016572381651969,1.0999999999999943,-1.2000000000000028,-2.5,0.005733333333333146,0.0,-0.028009630818619735,0
2005-10-01,9.1,8.2,10.0,22.9,8.1,5.4,3973000.0,1845900.0,2127100.0,680700.0,2683300.0,609000.0,329200.0,1233400.0,283300.0,351500.0,1449900.0,325700.0,28963728.0,534661.0,76.7,658395.446720624,2.3434666666666666,4.25,1.1863,1.7,0.9,9.5,9.1,12846.0,782400.0,97.0053126403926,105.0,103.4,0.9,0.0015517212404059233,-0.10326647564469915,0.2857571814633171,0.030676217021226693,0.006916078718068874,0.0075656110194461945,-0.40000000000000013,-1.2333333333333343,0.006561679790026309,0.06666666666666665,0.09999999999999964,0.13333333333333286,-0.19557612195114363,0.4960764451495037,0.34519884350876023,2.5378099361838053,-0.6999999999999886,4.200000000000003,-1.2000000000000028,0.2131333333333334,0.0,-0.020477252084881603,0
2006-01-01,9.2,8.4,10.0,24.1,8.1,5.3,3890200.0,1806100.0,2084100.0,662000.0,2628300.0,599900.0,320900.0,1207800.0,277400.0,341100.0,1420500.0,322500.0,29008602.0,539370.0,77.5,643285.422708388,2.6115666666666666,4.25,1.2032333333333334,1.8,1.0333333333333334,10.433333333333332,9.166666666666666,12377.0,874400.0,98.680368826881,104.5,105.8,0.9,0.0015493171321039334,0.11758691206543959,-0.03650941927448237,-0.022949769910312945,0.00876889060786823,0.006916078718068874,0.10000000000000009,1.666666666666666,0.010430247718383301,0.13333333333333341,0.09999999999999964,0.06666666666666643,-0.029475778781086648,0.4436432330961211,0.5978934217635373,1.6750561864883906,2.3999999999999915,-0.5,4.200000000000003,0.2681,0.0,0.014274073449661584,0
2006-04-01,9.0,8.4,9.6,23.8,7.8,5.5,3782700.0,1748800.0,2033900.0,635000.0,2558700.0,589000.0,305400.0,1172600.0,270800.0,329600.0,1386100.0,318200.0,29074402.75,545817.0,78.0,675484.897383286,2.8895,4.25,1.2706,1.9333333333333336,1.1333333333333335,10.733333333333334,8.933333333333334,11782.0,930200.0,97.4816567610541,106.4,111.4,0.8,0.002268318549097925,0.06381518755718196,-0.04807303870081603,0.050054724603163736,0.011881962923139255,0.00876889060786823,0.20000000000000018,1.6333333333333346,0.006451612903225712,0.10000000000000009,-0.1999999999999993,-0.2333333333333325,-0.14834133511406244,0.6428894388989759,1.18751410435802,-1.1987120658268964,5.6000000000000085,1.9000000000000057,-0.5,0.27793333333333337,0.0,0.055988032246446995,0
2006-07-01,8.9,8.1,9.8,23.4,7.9,5.2,3686500.0,1703700.0,1982800.0,619700.0,2490900.0,575900.0,296600.0,1142900.0,264200.0,323100.0,1348000.0,311700.0,29140203.5,546199.0,78.3,673259.338671987,3.2213666666666665,4.25,1.2759333333333334,1.7,1.2,5.3999999999999995,8.9,10077.0,884900.0,100.871635534657,109.7,108.7,1.0,0.002263184924753192,-0.048699204472156477,-0.14471227295875067,-0.0032947571735808534,0.0006996234772778109,0.011881962923139255,-0.16666666666666652,-7.7,0.0038461538461538325,0.06666666666666643,-0.09999999999999964,-0.033333333333333215,0.18781254567909028,0.9889486384513012,0.9032327038213945,3.3899787736029054,-2.700000000000003,3.299999999999997,1.9000000000000057,0.33186666666666653,0.0,0.004197491998531033,0
2006-10-01,8.4,8.1,8.6,22.8,7.3,5.0,3606800.0,1668600.0,1938200.0,612900.0,2432600.0,561300.0,292700.0,1118300.0,257600.0,320200.0,1314300.0,303700.0,29206004.25,549201.0,78.5,686647.577067802,3.594466666666667,4.25,1.3022,1.3333333333333333,1.3,-0.06666666666666672,8.366666666666667,13683.0,790300.0,100.288360003038,109.9,112.0,0.9,0.0022580744846205647,-0.10690473499830488,0.35784459660613277,0.019885707671316588,0.00548111651572647,0.0006996234772778109,-0.3666666666666667,-9.566666666666666,0.0025542784163474774,0.10000000000000009,-0.5,-0.5333333333333332,0.12997432702941022,1.0099219232726546,1.2506877489217139,-0.5832755316190088,3.299999999999997,0.20000000000000284,3.299999999999997,0.37310000000000043,0.0,0.020586237525471507,0
2007-01-01,8.5,8.0,9.0,22.5,7.4,5.3,3509300.0,1623400.0,1885900.0,595900.0,2368600.0,544800.0,282600.0,1090400.0,250400.0,313300.0,1278200.0,294400.0,29271805.0,554951.0,79.8,729574.390389394,3.8203333333333336,4.25,1.3161,1.1333333333333333,1.3666666666666665,-0.4666666666666666,8.466666666666667,13874.0,919600.0,102.811351617494,112.1,111.5,0.9,0.0022529870719991685,0.16360875616854353,0.013958927135861998,0.06251651466521269,0.010415326838048244,0.00548111651572647,-0.6666666666666667,-10.899999999999999,0.016560509554140124,0.06666666666666643,0.09999999999999964,0.09999999999999964,0.3801568441035757,1.2406280563075371,1.1980430451186352,2.5229916144560036,-0.5,2.1999999999999886,0.20000000000000284,0.22586666666666666,0.0,0.010674243587774468,0
2007-04-01,8.1,7.7,8.6,21.2,7.3,4.7,3422900.0,1579900.0,1843000.0,578600.0,2316500.0,527800.0,272700.0,1064800.0,242400.0,305900.0,1251700.0,285400.0,29320096.25,558560.0,79.8,708715.58434817,4.0648333333333335,4.25,1.3521,1.2,1.4666666666666668,-0.7999999999999999,8.1,12813.0,987900.0,110.483670065271,114.0,113.6,1.0,0.0016497530644250524,0.07427142235754669,-0.07647398010667439,-0.02859037586296187,0.0064822217962206,0.010415326838048244,-0.7333333333333336,-11.533333333333335,0.0,0.10000000000000031,-0.40000000000000036,-0.36666666666666714,1.140952056446473,1.439874262110392,1.4191508010915652,7.672318447777002,2.0999999999999943,1.9000000000000057,2.1999999999999886,0.24449999999999994,0.0,0.027353544563482934,0
2007-07-01,8.0,7.7,8.2,19.9,7.3,4.6,3368400.0,1555800.0,1812600.0,572900.0,2278300.0,517200.0,270500.0,1048000.0,237300.0,302400.0,1230300.0,279900.0,29368387.5,560327.0,80.2,695482.408596413,4.5005,4.25,1.3863666666666667,1.2666666666666666,1.5,-0.3666666666666667,8.0,10633.0,947900.0,102.084422844306,111.4,114.1,0.9,0.0016470358619644632,-0.04048992813037755,-0.17013970186529304,-0.018672054127225057,0.0031584985239483387,0.0064822217962206,-0.43333333333333335,-5.766666666666666,0.005012531328320913,0.033333333333333215,-0.09999999999999964,-0.09999999999999964,0.3080738180769434,1.1672215594328026,1.471795504894644,-8.399247220964995,0.5,-2.5999999999999943,1.9000000000000057,0.4356666666666662,0.0,0.025343293148928803,0
